City,Long,Lat,Longg,,,,,,,,,,,,Point x
Lubbock 1.1 SE,-101.8623,33.57,101.8623,0,0.02,0,,,0,,,,,,0.02
Lubbock 13.2 N,-101.8752,33.77,101.8752,0,0,0,0,0.4,0,0,0,,,,0.4
Lubbock 3.0 S,-101.8781,33.53,101.8781,0,0.06,0.01,0,0.05,0,0,0,,,,0.12
Lubbock 3.1 S,-101.8817,33.53,101.8817,0,0.09,0,0,0.05,0,0,0,,,,0.14
Lubbock 4.8 SW,-101.9389,33.53,101.9389,,0.25,,,,,,,,,,0.25
Lubbock 4.9 SW,-101.9282,33.52,101.9282,,0.3,,,,,,,,,,0.3
Lubbock 5.3 SSW,-101.926,33.51,101.926,0,0.25,0,0,0.12,0,0,0,,,,0.37
Lubbock 5.6 S,-101.8935,33.5,101.8935,,0.13,,,0.03,,,,,,,0.16
Lubbock 6.1 SW,-101.9347,33.5,101.9347,,0.06,0.01,,0.11,,,,,,,0.18
Lubbock 6.4 NW,-101.9606,33.64,101.9606,0,0.06,0.08,0,0.43,0,0,0,,,,0.57
Lubbock 6.7 SW,-101.9681,33.52,101.9681,0,0.04,0.01,0,0,0,0,0,,,,0.05
Lubbock 7.2 S,-101.8928,33.47,101.8928,0,0.1,,,,,,,,,,0.1
Luce Bayou @ FM 2100,-95.0982,30.07,-95.0982,0.48,5.08,15.24,5.88,5.52,0,0,,,,,32.2
LUCKENBACH                    ,-98.75,30.18,-98.75,0,0.31,0.65,0.19,0,,,,,,,1.15
LUFKIN                        ,-94.75,31.24,-94.75,0,0,2.38,4.34,1.49,2.07,2.06,,,,,12.34
LUFKIN                        ,-94.72,31.38,-94.72,0.5,,3.22,4.2,1.01,2,2.05,,,,,12.98
Lufkin 0.9 SSE,-94.7211,31.32,94.7211,0.07,0,2.75,3.9,1.13,2.12,1.99,,,,,11.96
Lufkin 3.0 SW,-94.7627,31.3,94.7627,0,0,2.33,4.42,1.05,2.28,1.66,0,,,,11.74
Lufkin 5.2 WNW,-94.8073,31.36,94.8073,0.03,0,2.69,3.42,0.75,1.4,1.71,0,,,,10
Lufkin 7.0 W,-94.8445,31.32,94.8445,0,0,2.31,3.82,0.7,1.76,1.01,0,,,,9.6
Lufkin 7.6 WSW,-94.8473,31.3,94.8473,0.03,0,1.97,4.1,1.05,1.51,1.51,0,,,,10.17
Luling 0.9 SE,-97.6378,29.67,97.6378,0.23,1.96,6.24,3.25,,,,,,,,11.68
Luling 4.4 NNW,-97.6802,29.74,97.6802,0.13,1.9,8.45,2.53,0.05,0,0,0,,,,13.06
Luling 6.9 NW,-97.7296,29.75,97.7296,0.04,1.66,7.78,2.05,0.01,0,,,,,,11.54
Luling 7.4 NE,-97.5486,29.75,97.5486,,3.4,7.94,2.23,,,,,,,,13.57
Luling 7.8 ENE,-97.5214,29.71,97.5214,0,2.63,7.58,4.43,0,0,0,0,,,,14.64
Luling/San Marcos River,-97.65,29.67,-97.65,Aug 25-28 12z,,,,,,,,,,,6.26
LUMBERTON                2 NNE,-94.18,30.25,-94.18,0.65,0.3,5.05,8.95,4.8,15.35,2.25,0,,,,37.35
Lumberton 1.2 WNW,-94.2201,30.27,94.2201,,,5.4,10.15,5.34,14.81,2.83,0,,,,38.53
Lytle 1.1 NW,-98.8106,29.25,98.8106,,,0.29,,,,,,,,,0.29
Lytle 2.0 SSE,-98.7853,29.21,98.7853,0.04,0.24,0.41,0.03,0,,0,0,,,,0.72
MADISONVILLE                  ,-95.91,30.95,-95.91,0,0.2,2.17,6.06,0.49,0.03,,,,,,8.95
Madisonville 3.5 S,-95.9182,30.9,95.9182,,0.24,5.54,8.56,,0.02,0,,,,,14.36
Magnolia 2.8 S,-95.7552,30.17,95.7552,0,3.08,14.72,6.85,1.91,0.37,0,0,,,,26.93
MANCHACA                 4 W  ,-97.9,30.14,-97.9,0,0.91,6.71,1.61,0.01,0,,,,,,9.24
Manchaca 2.1 ENE,-97.8682,30.14,97.8682,0,1.8,6.51,1.88,0,0,0,0,,,,10.19
MANOR                         ,-97.57,30.3,-97.57,0.04,1.2,6.73,1.99,0.01,0,,,,,,9.97
Manor 3 SSW,-97.57,30.43,-97.57,Aug 25-28 12z,,,,,,,,,,,9.91
Manor 5.5 SSE,-97.5115,30.28,97.5115,0.03,3.66,10.65,2.22,,,,,,,,16.56
Mansfield 1 W,-97.16,32.56,-97.16,Aug 25-28 12z,,,,,,,,,,,4.9
Mansfield 1.7 NNE,-97.1107,32.59,97.1107,0.1,0,0.08,1.16,,,,,,,,1.34
Mansfield 2.6 NNE,-97.101,32.6,97.101,0,0,0.1,1.18,0.36,0,0,0,,,,1.64
Mansfield 4 N,-97.14,32.63,-97.14,Aug 25-28 12z,,,,,,,,,,,4.94
Mansfield 5.3 W,-97.2082,32.57,97.2082,0.06,0,0.1,0.83,0.03,0,0,0,,,,1.02
Mansfield Dam 2 ENE,-97.88,30.4,-97.88,Aug 25-28 12z,,,,,,,,,,,6.21
Mansfield Dam 4 N,-97.91,30.46,-97.91,Aug 25-28 12z,,,,,,,,,,,4.94
MARBLE FALLS                  ,-98.27,30.54,-98.27,0,0.24,0.94,0.42,0,,,,,,,1.6
MARBLE FALLS                  ,-98.28,30.58,-98.28,0,0.13,0.68,0.33,0,,,,,,,1.14
MARBLE FALLS                  ,-98.23,30.61,-98.23,0.25,0.06,0.76,0.4,0,,,,,,,1.47
MARBLE FALLS             4 WSW,-98.34,30.55,-98.34,0,0.09,0.65,0.34,0,,,,,,,1.08
MARBLE FALLS             6 ENE,-98.17,30.6,-98.17,0.03,0.06,1.16,0.53,0,,,,,,,1.78
MARBLE FALLS            14 ESE,-98.04,30.57,-98.04,0.42,0.19,2.13,0.98,0,,,,,,,3.72
Marble Falls 0.7 NW,-98.2788,30.59,98.2788,0.02,0.26,0.67,0.36,0,0,0,0,,,,1.31
Marble Falls 1.3 SSW,-98.2835,30.56,98.2835,,0.19,0.9,,0.14,0,0,,,,,1.23
Marble Falls 2.7 SE,-98.2409,30.55,98.2409,0.05,0.3,0.97,0.4,0,0,0,0,,,,1.72
Marble Falls 3 NE,-98.25,30.6,-98.25,Aug 25-28 12z,,,,,,,,,,,1.2
Marble Falls 3.2 ESE,-98.2195,30.57,98.2195,0.01,0.16,,,,,,,,,,0.17
Marble Falls 3.4 NW,-98.3134,30.61,98.3134,0,0.38,0.37,0.2,0,0,0,0,,,,0.95
Marble Falls 5.1 NW,-98.3294,30.63,98.3294,0,,0.42,0.34,,,,,,,,0.76
Marble Falls 5.5 NNW,-98.2972,30.66,98.2972,,0.15,0.62,0.31,0,0,0,0,,,,1.08
Marble Falls 5.8 NNW,-98.3059,30.66,98.3059,0,0.05,0.63,0.32,0,0,0,0,,,,1
Marfa 1.0 NNE,-104.0162,30.32,104.0162,0.09,0,0,0,0,0,0,0,,,,0.09
Marion 5.0 SSW,-98.1642,29.5,98.1642,0,1.02,2.94,0.93,0,0,0,0,,,,4.89
Marion 6.3 SW,-98.1911,29.49,98.1911,0.01,1.02,3.03,0.92,0.01,0,0,0,,,,4.99
Marsh Unit @ Hwy 87 @ Park Rd 69,-94.0328,29.68,-94.0328,1.85,1.53,4.06,3.11,15.75,0.39,0,,,,,26.69
MARSHALL                      ,-94.35,32.54,-94.35,,,,0.1,0,0.2,0.5,0,,,,0.8
Marshall 9.7 SE,-94.2303,32.44,94.2303,0,0,0.31,0.1,0,0.35,1.08,0,,,,1.84
Martindale 1.7 NNW,-97.8583,29.86,97.8583,,1.67,8.7,2.62,0.08,0,0,0,,,,13.07
MASON                         ,-99.2,30.72,-99.2,0.33,0,0.17,0.27,,,,,,,,0.77
MASON                         ,-99.24,30.74,-99.24,0.09,0,0.22,0.25,,,,,,,,0.56
MASON                         ,-99.12,30.74,-99.12,0.22,0.01,0.15,0.32,,,,,,,,0.7
MASON                    2 ESE,-99.11,30.66,-99.11,0,0.04,0.08,0.58,,,,,,,,0.7
MASON                    2 NE ,-99.1,30.64,-99.1,0.01,0.05,0.08,0.62,,,,,,,,0.76
MASON                    3 ESE,-99.19,30.74,-99.19,0.22,0,0.2,0.29,,,,,,,,0.71
MASON                    3 NNE,-99.22,30.79,-99.22,0.61,0.33,0.25,0.38,,,,,,,,1.57
MASON                   11 S  ,-99.31,30.59,-99.31,0.02,0.11,0.15,0.17,,,,,,,,0.45
MASON                   13 WNW,-99.42,30.84,-99.42,0,0.51,0.07,0.23,,,,,,,,0.81
MASON                   14 SSW,-99.27,30.54,-99.27,0,0.03,0.23,0.43,,,,,,,,0.69
MASON                   15 ENE,-98.98,30.8,-98.98,0.32,0.04,0.06,0.15,0,,,,,,,0.57
MASON                   15 NNE,-99.12,30.95,-99.12,0.36,0,0.3,0.3,,,,,,,,0.96
MASON                   15 W  ,-99.48,30.72,-99.48,0.02,0.08,0.03,0.4,,,,,,,,0.53
MASON                   17 SE ,-99.04,30.57,-99.04,0,0.01,0.4,0.42,,,,,,,,0.83
Mason 0.4 W,-99.238,30.75,99.238,0.14,0,0.2,0.48,0.01,0,0,0,,,,0.83
Mason 0.6 SSE,-99.2269,30.74,99.2269,0.1,0.02,,,,,,,,,,0.12
Mason 17.3 ESE,-98.9868,30.61,98.9868,0,0,0.46,0.26,0,,,0,,,,0.72
Mason Creek @ Prince Creek Drive,-95.7282,29.77,-95.7282,1.08,7.88,16.72,5.24,1.36,0,0,,,,,32.28
MATAGORDA                6 S  ,-95.96,28.61,-95.96,1.07,7.4,5.21,0.88,2.28,0.02,0,,,,,16.86
MATHIS                   5 SSW,-97.87,28.04,-97.87,0,1.99,0.67,0.03,0.01,0,,,,,,2.7
Maxwell 1.5 NE,-97.7861,29.9,97.7861,0.04,4.75,5.25,1.07,0.02,0,0,0,,,,11.13
Mayhaw Bayou @ Brush Island Road,-94.3506,29.85,-94.3506,1.3,3.03,11.11,7.16,18.9,2.44,0,,,,,43.94
Mayhaw Bayou @ Englin Road,-94.3289,29.79,-94.3289,1.73,3.27,10.48,6.57,21.57,2.17,0,,,,,45.79
Mayhaw Bayou @ Wilber Road,-94.2619,29.81,-94.2619,1.61,2.8,8.15,5.75,20.51,1.73,0,,,,,40.55
Mayhaw Bayou Diversion at Structure Ditch 8101,-94.3447,29.75,-94.3447,2.28,2.95,10,6.85,18.74,1.38,0,,,,,42.2
Maypearl 0.6 WSW,-97.0159,32.31,97.0159,0.02,0,0.11,0.71,0.01,0,0,0,,,,0.85
MC ALLEN                      ,-98.24,26.18,-98.24,0.01,0,0,0,,,,,,,,0.01
McAdoo Ranch,-104.9703,31.32,104.9703,,,,,,,0,,,,,0
MCALLEN                       ,-98.22,26.2,-98.22,,0,0,0,0,,,,,,,0
MCDADE                   3 SSW,-97.26,30.17,-97.26,0,3.05,7.79,2.29,0.04,0,,,,,,13.17
McDade 4.6 SSW,-97.2575,30.22,97.2575,,2.75,6.94,2.4,0.05,,,,,,,12.14
MCGREGOR                      ,-97.32,31.48,-97.32,0.65,,,0.29,,,,,,,,0.94
MCGREGOR                 4 S  ,-97.41,31.38,-97.41,0.01,0.11,0.83,0.45,0,0,,,,,,1.4
MCKINNEY                      ,-96.61,33.24,-96.61,,,0,0,0,0,,,,,,0
MCKINNEY                      ,-96.59,33.18,-96.59,,,0.02,0.03,0.01,0,,,,,,0.06
McKinney 1.6 ESE,-96.6288,33.19,96.6288,0,0.1,0.02,0,0,0,0,0,,,,0.12
Mckinney 3.1 SW,-96.693,33.17,96.693,0,0.05,0.08,0.02,0.01,0,,,,,,0.16
McKinney 4.0 SE,-96.6013,33.16,96.6013,,,0.15,0.23,,,,,,,,0.38
McKinney 7.3 NE,-96.5259,33.24,96.5259,0,0.11,0.03,0,0.02,0,0,0,,,,0.16
McQueeney 0.5 ENE,-98.0355,29.6,98.0355,0.04,1.51,4.93,2.02,,,,,,,,8.5
Mcqueeney 1 N,-98.05,29.62,-98.05,Aug 25-28 12z,,,,,,,,,,,3.07
Mcqueeney 1.8 N,-98.047,29.62,98.047,,0.22,7.07,,,,,,,,,7.29
Mcqueeney 3.4 SW,-98.0855,29.56,98.0855,0.01,1.25,3.1,1.33,,,,,,,,5.69
Meadowlakes 0.2 NE,-98.2935,30.57,98.2935,0.18,,1.14,,,,,,,,,1.32
Meadowlakes 0.4 SW,-98.3011,30.56,98.3011,0,0.1,0.72,0.36,0,0,0,0,,,,1.18
Meadowlakes 0.4 W,-98.3016,30.56,98.3016,,,0.52,,,,,,,,,0.52
Meadowlakes 2 SE,-98.28,30.54,-98.28,Aug 25-28 12z,,,,,,,,,,,1.58
MEDINA                        ,-99.25,29.8,-99.25,,0.28,0.07,0.21,,,,,,,,0.56
Medina 1.1 S,-99.2453,29.78,99.2453,0,0.14,0.07,0.23,0,0,0,0,,,,0.44
Medina 2.1 NNE,-99.2348,29.83,99.2348,,0.26,0.13,0.36,,,,,,,,0.75
Medina 3.0 NW,-99.2781,29.83,99.2781,,0.14,0.08,0.11,0,,,,,,,0.33
Medina River @ Patterson Rd/Bandera County,-99.25,29.79,-99.25,Aug 25-28 12z,,,,,,,,,,,0.64
MENARD                        ,-99.78,30.91,-99.78,0,0.45,0.38,0.27,,,,,,,,1.1
MENARD                        ,-99.79,30.92,-99.79,0,0.97,0.27,0.34,,,,,,,,1.58
MENARD                   6 NW ,-99.84,30.99,-99.84,,0.19,,,,,,,,,,0.19
MENARD                  12 SSE,-99.71,30.76,-99.71,0.37,0.94,0.13,0.09,,,,,,,,1.53
Meridian 12.3 WSW,-97.8234,31.83,97.8234,0.12,0.62,1.37,0.75,0,0,0,0,,,,2.86
Merkel 5.8 SW,-100.0846,32.41,100.0846,0,3.45,0.17,0.01,0,0,0,0,,,,3.63
Mesquite 2.3 N,-96.6065,32.8,96.6065,0,0.02,0.05,0.11,0.13,0,0,0,,,,0.31
Mesquite 2.4 W,-96.6409,32.77,96.6409,0,0,0.04,0.24,0.07,0,0,0,,,,0.35
Mesquite 3.7 N,-96.5999,32.82,96.5999,0,0,0.03,0.2,0.21,0,0,0,,,,0.44
Mexia 5.9 S,-96.4703,31.6,96.4703,,,1.41,,,,,,,,,1.41
Mexia 9.4 SSE,-96.4251,31.56,96.4251,0,0,0,3,0,0,0,0,,,,3
MHMR South 8th & Washington Blvd. @ Ditch 110,-94.1236,30.06,-94.1236,0.48,2.12,8.51,5.98,19.25,5.12,0,,,,,41.46
Mico 5.0 E,-98.841,29.53,98.841,0.09,0.04,0.29,0.02,0,0,,0,,,,0.44
Middle Yegua Creek/Dime Box,-96.9,30.34,-96.9,Aug 25-28 12z,,,,,,,,,,,15.07
Midland 0.8 SE,-102.0892,32.02,102.0892,0.13,,,,,,,,,,,0.13
Midland 1.5 SSE,-102.0869,32.01,102.0869,0.06,,,,,,,,,,,0.06
Midland 12.1 S,-102.0761,31.85,102.0761,0.04,0,0,0,0,0,0,0,,,,0.04
Midland 2.0 S,-102.1056,32,102.1056,0.04,0,,0,,,,,,,,0.04
Midland 2.7 S,-102.1087,31.99,102.1087,0.04,,,,,,,,,,,0.04
Midland 3.0 WSW,-102.1463,32.01,102.1463,0.07,0,0,0,0,0,0,0,,,,0.07
Midland 5.8 SSE,-102.0624,31.95,102.0624,0.2,0,0,0,0,0,0,0,,,,0.2
MIDLOTHIAN                    ,-97.99,32.48,-97.99,,,0.02,1.15,0.02,0.2,,,,,,1.39
Midlothian 3.5 S,-97.0033,32.44,97.0033,0,0,0.03,0.55,0,0,0,0,,,,0.58
Midlothian 3.6 ENE,-96.941,32.51,96.941,,,,,,0,0,0,,,,0
Midlothian 5.2 SE,-96.9348,32.44,96.9348,0,0.01,0.03,0.33,0.01,0,0,0,,,,0.38
Midlothian 5.2 SSW,-97.0229,32.42,97.0229,0,0,0.04,0.52,0,0,0,0,,,,0.56
Midlothian 6.2 S,-97.013,32.4,97.013,0,0,0.08,0.5,0,0,0,0,,,,0.58
Milano 4.3 SE,-96.8167,30.66,96.8167,0.07,2.49,7.48,3.2,0.27,0,0,0,,,,13.51
Milano 5.2 SSE,-96.8213,30.64,96.8213,0.03,2.55,8.11,4.2,0.12,0.03,0,0,,,,15.04
Miles 6.5 SSE,-100.1588,31.51,100.1588,0,0.21,0.08,,0,,0,,,,,0.29
Mineola 1.6 E,-95.4619,32.66,95.4619,0,0.1,0.04,0,0,0,0,0,,,,0.14
MINERAL WELLS                 ,-98.06,32.78,-98.06,,,0.21,0.03,,,,,,,,0.24
MISSION                  6 SW ,-98.32,26.14,-98.32,,,0,,,,,,,,,0
Mission 1.9 ENE,-98.2881,26.22,98.2881,0.05,,,,,,,,,,,0.05
Mission 4.3 WSW,-98.3808,26.19,98.3808,0.47,,,,,,,,,,,0.47
Mission 9.6 N,-98.3112,26.35,98.3112,,0.19,,,,,,,,,,0.19
Mission Bend 0.8 N,-95.6652,29.71,95.6652,0.04,5.05,10.6,9.9,6.61,0.34,0,0,,,,32.54
Mission Bend 1.4 N,-95.6688,29.71,95.6688,0.05,4.45,11.05,10.05,6.28,,,,,,,31.88
Mission Bend 5.6 NNW,-95.7061,29.77,95.7061,,4.8,12.5,17,6,,,,,,,40.3
Mission Bend 5.7 NNW,-95.7086,29.77,95.7086,0.02,4.49,11.29,12.47,5.93,0.26,0,0,,,,34.46
Mission Bend 6 WNW,-95.75,29.73,-95.75,Aug 25-31 12z,,,,,,,,,,,36.5
Missouri City 7.5 SSE,-95.4934,29.47,95.4934,,,,,,,,0,,,,0
Mont Belvieu 1.5 NNW,-94.8893,29.87,94.8893,,2.28,13.99,11.3,9.55,2.01,0,0,,,,39.13
Mont Belvieu 2 SSW,-94.9,29.82,-94.9,Aug 25-31 12z,,,,,,,,,,,42
MONTGOMERY                    ,-95.7,30.4,-95.7,0,2.5,,9.1,1.2,0.45,0,,,,,13.25
Montgomery 0.4 N,-95.6955,30.4,95.6955,0,1,9,8.21,1,0.45,0,0,,,,19.66
Montgomery 12.2 SE,-95.5437,30.27,95.5437,,,10.85,,,0.35,0,,,,,11.2
Montgomery 2.6 NE,-95.66,30.41,95.66,0,0.82,9.49,8.87,1.19,0.49,0,0,,,,20.86
Montgomery 3.8 ESE,-95.6335,30.38,95.6335,0,1.03,9.31,8.61,2.9,1.05,,,,,,22.9
Montgomery 4.0 N,-95.6901,30.45,95.6901,0,0.6,,,,,0,0,,,,0.6
Montgomery 4.9 E,-95.6135,30.39,95.6135,,,11.06,,,,,,,,,11.06
MONTICELLO               4 E  ,-95,33.08,-95,,,0,0,0,0,0,,,,,0
Moody 7.1 W,-97.4788,31.32,97.4788,,0,0.88,0.63,,0,,,,,,1.51
Moore Rd. Detention Pond,-94.2728,30.1,-94.2728,0.67,2.67,8.55,6.81,16.57,3.98,0,,,,,39.25
Moran 7.3 N,-99.1588,32.65,99.1588,0,0.33,0.05,,,,,0,,,,0.38
Morgan 4.7 NE,-97.547,32.06,97.547,0.4,0.09,0.15,0.68,0.35,,,,,,,1.67
Moscow 7.0 W,-94.9428,30.9,94.9428,0.19,2.03,5.02,6.2,3,2.05,,,,,,18.49
Moulton,-97.14,29.58,-97.14,Aug 25-28 12z,,,,,,,,,,,19.56
MOULTON                  1 SSE,-97.14,29.57,-97.14,0,3.8,9.01,7.1,0.14,0,,,,,,20.05
Moulton 6.9 SE,-97.0535,29.51,97.0535,0.5,3.94,8.76,5.35,0.49,0,0,0,,,,19.04
Mound Creek @ FM 362,-95.9363,30.04,-95.9363,0.48,8.72,14.48,1.96,0.2,0,0,,,,,25.84
Mount Enterprise 9.3 N,-94.6537,32.04,94.6537,,,,,,,,0,,,,0
Mount Pleasant 1.6 SE,-94.9584,33.15,94.9584,0,,0,,0,,0,,,,,0
Mount Pleasant 9.8 NNW,-95.0363,33.3,95.0363,,,,,0,0,,,,,,0
Mountain City 4 WNW,-97.94,30.06,-97.94,Aug 25-28 12z,,,,,,,,,,,9.71
Mountain City 4 WSW,-97.94,30.02,-97.94,Aug 25-28 12z,,,,,,,,,,,2.4
Mountain City 6.7 WNW,-98.0034,30.06,98.0034,0,1.08,6.43,1.3,0.01,0,0,0,,,,8.82
Mountain Home 4 ENE,-99.32,30.19,-99.32,Aug 25-28 12z,,,,,,,,,,,0.56
MUENSTER                      ,-97.37,33.65,-97.37,,,0,0,0,0,,,,,,0
MULDOON                       ,-97.04,29.85,-97.04,0.07,3.29,11.55,11.71,0.15,0.01,,,,,,26.78
MULDOON                  6 WSW,-97.16,29.78,-97.16,0.09,3.28,10.15,10.89,0.12,0.03,,,,,,24.56
Muldoon 2 NE,-97.05,29.84,-97.05,Aug 25-28 12z,,,,,,,,,,,26.63
MULLIN                   6 W  ,-98.74,31.52,-98.74,0.02,0.01,0.79,0.1,0,,,,,,,0.92
Mullin 3.9 WSW,-98.7243,31.53,98.7243,0,0.12,0.78,0.14,0,0,0,0,,,,1.04
MUNDAY                        ,-99.63,33.45,-99.63,,,,0,,,,,,,,0
MUNDAY                  13 ESE,-99.4,33.41,-99.4,,,0,0,,,,,,,,0
Murchison 7.7 NNE,-95.6862,32.37,95.6862,0,0.11,0.05,0.03,0,0,0,0,,,,0.19
Murphy 0.9 SSW,-96.6116,33,96.6116,0,0.05,0.05,0.01,0.29,0,0,0,,,,0.4
Murphy 1.2 ESE,-96.5945,33.01,96.5945,,,,0.02,,,,,,,,0.02
NACOGDOCHES                   ,-94.71,31.58,-94.71,0,0,0.86,2.27,0.48,0.86,1.42,,,,,5.89
Nacogdoches 9.5 NE,-94.5236,31.7,94.5236,0,0,1.07,1.75,0.42,1.08,2.06,0,,,,6.38
Nacogdoches Arbor Oak,-94.6817,31.57,94.6817,0,0,1.04,2.44,1.76,0.87,2.24,0,,,,8.35
Nassau Bay 1 N ,-95.09,29.55,-95.09,Aug 25-31 12z,,,,,,,,,,,42.99
Nassau Bay 1 NW,-95.1,29.55,-95.1,Aug 25-31 12z,,,,,,,,,,,42.99
Nassau Bay 1.6 NNW,-95.0982,29.57,95.0982,0,5.98,0,0,0,0,0,0,,,,5.98
Nassau Bay 2 NW,-95.11,29.56,-95.11,Aug 25-31 12z,,,,,,,,,,,43.86
Nassau Bay 2 SSE,-95.08,29.51,-95.08,Aug 25-31 12z,,,,,,,,,,,47.86
Nassau Bay 3 NNW,-95.1,29.58,-95.1,Aug 25-31 12z,,,,,,,,,,,44.7
Natalia 0.4 NE,-98.8508,29.19,98.8508,,0.21,0.26,,,,,,,,,0.47
Natalia 4.7 SSE,-98.8176,29.13,98.8176,0,0.19,0.45,0.02,0,0,0,0,,,,0.66
Natalia 5.4 SSE,-98.8175,29.12,98.8175,0,0.17,0.55,0.01,0,0,0,0,,,,0.73
Near Brushy Creek,-97.74,30.51,-97.74,Aug 25-31 12z,,,,,,,,,,,5.47
Near Hutto,-97.55,30.54,-97.55,Aug 25-28 12z,,,,,,,,,,,5.52
Near Hutto,-97.55,30.54,-97.55,Aug 25-28 12z,,,,,,,,,,,5.03
Near Jollyville,-97.74,30.47,-97.74,Aug 25-28 12z,,,,,,,,,,,6.64
Near Round Rock,-97.68,30.51,-97.68,Aug 25-28 12z,,,,,,,,,,,4.98
Near Round Rock,-97.68,30.51,-97.68,Aug 25-28 12z,,,,,,,,,,,5.07
Nederland 1.5 SW,-94.01,29.95,-94.01,1.75,3.43,13.36,7.97,31.35,2.71,0.01,,,,,60.58
Nederland 2.2 SE,-93.97,29.94,-93.97,0.92,3.26,8.52,5.99,19.2,3.28,0.02,,,,,41.19
Nederland 3.6 S,-94,29.91,-94,0.94,2.18,8.53,5.8,22.36,3.66,0,,,,,43.47
Nederland 7 WSW,-94.1,29.93,-94.1,Aug 24-Sep 1 12z,,,,,,,,,,,40.87
Needmore Diversion D-8001 @ Hwy 73,-94.1722,29.85,-94.1722,0.63,0.71,1.81,4.14,24.84,1.89,0,,,,,34.02
Needmore Diversion Saltwater Barrier,-94.1709,29.69,-94.1709,2.59,2.96,4.96,4.64,19.06,0.51,0,,,,,34.72
New Berlin  ,-98.28,29.53,-98.28,Aug 25-28 12z,,,,,,,,,,,3.97
New Berlin 6.7 SE,-98.0116,29.41,98.0116,0.01,1.36,5.13,1.94,,,,,,,,8.44
NEW BOSTON                    ,-94.41,33.45,-94.41,,,,0,,0,,0,,,,0
New Braunfels,-98.03,29.7,-98.03,Aug 25-28 12z,,,,,,,,,,,7.77
NEW BRAUNFELS                 ,-98.04,29.7,-98.04,0.1,1.04,4.51,1.37,0,,,,,,,7.02
New Braunfels 0.1 ENE,-98.1154,29.7,98.1154,,1,4.32,1.09,0.02,,,,,,,6.43
New Braunfels 0.5 N,-98.1185,29.71,98.1185,0.01,1.1,4.08,1.05,0,0,0,0,,,,6.24
New Braunfels 1.5 NNW,-98.1278,29.72,98.1278,0.06,1.36,3.55,0.91,0,0,0,0,,,,5.88
New Braunfels 1.6 WNW,-98.1412,29.71,98.1412,0,0.7,1.45,0.53,,,,0,,,,2.68
New Braunfels 1.7 E,-98.0896,29.71,98.0896,0,0.75,3.76,,,,,,,,,4.51
New Braunfels 1.8 WNW,-98.1466,29.71,98.1466,0,1.4,3.37,0.85,,,,,,,,5.62
New Braunfels 1.9 SSE,-98.1108,29.68,98.1108,0,0.95,2.72,0.91,0,0,0,,,,,4.58
New Braunfels 10.0 W,-98.2843,29.71,98.2843,0.39,0.6,3.6,0.58,0,0,0,0,,,,5.17
New Braunfels 10.0 W,-98.2832,29.7,98.2832,0.26,0.55,4.27,0.76,0.01,0,0,0,,,,5.85
New Braunfels 10.2 N,-98.1267,29.85,98.1267,1.1,0.85,4.97,0.9,0.02,0,0,,,,,7.84
New Braunfels 10.4 NW,-98.2423,29.81,98.2423,0.18,0.71,4.14,0.61,,,,,,,,5.64
New Braunfels 13.1 NW,-98.2812,29.83,98.2812,0.02,0.64,2.65,0.33,,,,,,,,3.64
New Braunfels 2.2 ESE,-98.0833,29.69,98.0833,,1.85,3.47,1.19,,,,,,,,6.51
New Braunfels 2.3 NE,-98.0938,29.73,98.0938,0.15,1.85,4.35,1.31,,,,,,,,7.66
New Braunfels 2.4 S,-98.1143,29.67,98.1143,0,0.82,3.25,0.89,0,0,0,0,,,,4.96
New Braunfels 2.4 SSW,-98.1275,29.67,98.1275,0,0.66,1.3,0.64,0,0,0,0,,,,2.6
New Braunfels 2.5 SSE,-98.0987,29.67,98.0987,0,1.02,3.91,1.18,0,0,0,0,,,,6.11
New Braunfels 2.6 ESE,-98.0753,29.69,98.0753,0,0,4.42,2.03,0.21,,0,,,,,6.66
New Braunfels 2.8 NNE,-98.1009,29.74,98.1009,0.11,1.02,3.84,1.04,0.02,0,0,0,,,,6.03
New Braunfels 3.1 WNW,-98.1655,29.72,98.1655,0.02,0.51,3.52,0.68,0.01,0,0,0,,,,4.74
New Braunfels 3.4 N,-98.1233,29.75,98.1233,0.05,1.21,4.38,1,0,0,0,,,,,6.64
New Braunfels 4.6 W,-98.1936,29.71,98.1936,0.07,0.8,3.49,0.55,0,0,0,0,,,,4.91
New Braunfels 5.0 W,-98.2012,29.7,98.2012,,0.95,3.15,0.48,,,,,,,,4.58
New Braunfels 5.3 NW,-98.1824,29.76,98.1824,0,0.71,,,,,,,,,,0.71
New Braunfels 5.4 ESE,-98.0325,29.68,98.0325,,,,,0,0,0,0,,,,0
New Braunfels 5.5 WNW,-98.2021,29.73,98.2021,0,0.69,4.01,0.6,0,0,0,0,,,,5.3
New Braunfels 5.6 SSE,-98.0834,29.63,98.0834,0,0.97,4.05,1.36,,0,0,0,,,,6.38
New Braunfels 5.6 WNW,-98.2043,29.73,98.2043,,0.38,3.12,0.45,0.01,,,,,,,3.96
New Braunfels 5.8 SW,-98.196,29.66,98.196,0,0.62,2.23,0.37,0,0,0,0,,,,3.22
New Braunfels 5.9 NW,-98.1865,29.77,98.1865,0.01,0.75,3.88,0.54,0,0,0,0,,,,5.18
